conversation_id,message,answered,sentiment,category,intent
9f352c3c-830a-44ad-ada5-c6809d5e8d33,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f352c3c-830a-44ad-ada5-c6809d5e8d33,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f352c3c-830a-44ad-ada5-c6809d5e8d33,"Merhaba! **Gelin hamamı** için fiyatlar, seçtiğiniz şehir, ilçe, kişi sayısı ve almak istediğiniz hizmetlere göre değişiklik gösterebilir. Size en uygun fiyat bilgisini sunabilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Hangi şehir ve ilçede gelin hamamı yapmak istiyorsunuz?**
2. **Tahmini kaç kişi olacak?**
3. **Etkinlik için düşündüğünüz tarih belli mi?**
4. **Özel bir konsept veya ekstra hizmet (ikram, müzik, fotoğrafçı vb.) ister misiniz?**

Bu bilgileri paylaşırsanız, size en uygun gelin hamamı mekanlarını ve fiyatlarını hemen sunabilirim!",Yes,positive,Mekan,Mekan arıyor
9f352c3c-830a-44ad-ada5-c6809d5e8d33,İstanbul Avrupa yakası tahmini 10 kişi tarih temmuz sonu,Yes,negative,Diğer,Bilgi soruyor
9f352c3c-830a-44ad-ada5-c6809d5e8d33,"Teşekkürler! Şu an için özetle elimdeki bilgiler:

- **Etkinlik türü:** Gelin hamamı  
- **Şehir:** İstanbul Avrupa Yakası  
- **Tahmini kişi sayısı:** 10  
- **Tarih:** Temmuz sonu  

Daha iyi öneriler sunabilmem için birkaç küçük detay daha sormak isterim:

1. **Belirli bir ilçe tercihiniz var mı? (Örneğin: Beşiktaş, Bakırköy, Şişli vb.) Yoksa Avrupa Yakası’nda her yere bakabilir miyim?**
2. **Bütçe aralığınız kişi başı yaklaşık ne kadar?**  
3. **Ekstra hizmet (ikram, müzik, fotoğrafçı, özel süsleme vb.) ister misiniz?**

Bu soruları yanıtlarsanız, size en uygun gelin hamamı mekanlarını ve fiyatlarını hemen paylaşabilirim!",Yes,positive,Mekan,Mekan arıyor
9f352c3c-830a-44ad-ada5-c6809d5e8d33,Beşiktaş Şişli Sarıyer Levent tercih kişi başı 1000 tl Max,Yes,positive,Diğer,Belirsiz
9f352c3c-830a-44ad-ada5-c6809d5e8d33,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",No,negative,Diğer,Belirsiz
9f352c3c-830a-44ad-ada5-c6809d5e8d33,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",No,positive,Mekan,Mekan arıyor
9f352c3c-830a-44ad-ada5-c6809d5e8d33,"Belirttiğiniz kriterlere (Beşiktaş, Şişli, Sarıyer, Levent, kişi başı maksimum 1000 TL, 10 kişi, Temmuz sonu) uygun **gelin hamamı** mekanları şu anda sistemimizde bulunamadı.

Ancak, size yardımcı olabilmem için birkaç önerim var:
- **Yakın ilçeleri** de değerlendirmek ister misiniz? (Örneğin: Kağıthane, Maslak, Eyüp, Mecidiyeköy gibi)
- **Bütçenizi biraz artırma veya kişi sayısında esneklik** yapma şansınız var mı?
- **Farklı bir konsept** veya daha sade bir paket düşünür müsünüz?

Kriterlerinizi biraz esnetirseniz, size alternatif mekanlar önerebilirim. Nasıl devam etmemi istersiniz?",No,negative,Mekan,Mekan arıyor
9f3579bb-bd64-4eda-92f2-838ddd3371ba,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f3579bb-bd64-4eda-92f2-838ddd3371ba,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f3579bb-bd64-4eda-92f2-838ddd3371ba,"Harika, **sünnet** organizasyonu için yardımcı olabilirim! Birkaç detay daha alabilir miyim?

1. **Hangi şehir ve ilçede** sünnet organizasyonu yapmak istiyorsunuz?
2. **Tahmini tarih** belli mi?
3. **Yaklaşık kaç davetli** olacak?
4. **İkram tercihiniz** nedir? (Yemekli, kokteyl, pasta ve meşrubat gibi)
5. Mekan mı arıyorsunuz, yoksa organizasyon firması mı?

Bu bilgilerle size en uygun mekan veya organizasyon önerilerini sunabilirim!",Yes,positive,Mekan,Mekan arıyor
9f3579bb-bd64-4eda-92f2-838ddd3371ba,İstanbul Eyüp,Yes,negative,Diğer,Belirsiz
9f3579bb-bd64-4eda-92f2-838ddd3371ba,"Teşekkürler! Şimdi birkaç detay daha alabilir miyim?

1. **Tahmini sünnet tarihi** belli mi?
2. **Yaklaşık kaç davetli** olacak?
3. **İkram tercihiniz** nedir? (Yemekli, kokteyl, pasta ve meşrubat gibi)
4. Mekan mı arıyorsunuz, yoksa sünnet organizasyon firması mı?

Bu bilgilerle Eyüp ve yakın ilçelerde en uygun seçenekleri sunabilirim!",No,positive,Mekan,Mekan arıyor
9f3579bb-bd64-4eda-92f2-838ddd3371ba,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,"Harika! Düğün organizasyonunuz için yardımcı olmaktan mutluluk duyarım. Size en uygun mekan veya hizmetleri önerebilmem için birkaç bilgiye daha ihtiyacım olacak.

Öncelikle, düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz?",Yes,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,İstanbul pendik,Yes,positive,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"Teşekkürler! İstanbul Pendik’te düğün yapmak istiyorsunuz. Şimdi, nasıl bir hizmet aradığınızı öğrenebilir miyim? 

Aşağıdakilerden hangisiyle ilgileniyorsunuz?
- **Düğün Mekanları**
- **Düğün Organizasyonu**
- **Düğün Fotoğrafçılığı**
- **Düğün Pastası**
- **Düğün Orkestrası/DJ**
- **Gelinlik/Damatlık**
- **Diğer** (Belirtmek isterseniz)

Sizin için hangisi öncelikli?",Yes,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,Düğün mekanları,Yes,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,"Çok güzel, Pendik’te **düğün mekanı** arıyorsunuz. Size en uygun mekanları önerebilmem için birkaç bilgiye daha ihtiyacım var:

1. **Tahmini düğün tarihiniz** belli mi? (Yıl-ay veya tam tarih olarak paylaşabilirsiniz.)
2. **Kaç davetli** olmasını planlıyorsunuz?
3. **Yemekli, kokteyl veya sadece pasta & meşrubat** ikramı mı düşünüyorsunuz?
4. **Kişi başı bütçeniz** nedir? (Yaklaşık bir aralık da verebilirsiniz.)
5. **Açık alan, kapalı alan veya her ikisi** mi olsun istersiniz?
6. Tercih ettiğiniz bir **mekan türü** var mı? (Kır düğünü, otel, havuz başı, salon vb.)

İlk olarak, düğün tarihinizi ve davetli sayınızı öğrenebilir miyim?",Yes,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,14.11.2025 tarihinde kapalı salon 300-500 kişilik ikram olarak sadece pasta,Yes,negative,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,"Teşekkürler! Şu ana kadar verdiğiniz bilgiler:

- **Düğün Tarihi:** 14.11.2025
- **Mekan Türü:** Kapalı salon
- **Davetli Sayısı:** 300-500 kişi
- **İkram:** Sadece pasta & meşrubat
- **Lokasyon:** İstanbul, Pendik

Şimdi, kişi başı veya toplam bütçenizi öğrenebilir miyim? Böylece size en uygun salonları önerebilirim.

Ayrıca, isterseniz Pendik’e yakın ilçelerde de (Kartal, Maltepe, Tuzla gibi) alternatif mekanlar sunabilirim. Yakın ilçelere de bakmamı ister misiniz?",Yes,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,500-1000,Yes,positive,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Yes,negative,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Yes,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,"Belirttiğiniz kriterlere (Pendik’te, 300-500 kişilik, kapalı salon, sadece pasta ikramı ve kişi başı 500-1000 TL bütçe) tam olarak uyan bir mekan bulamadım.

Ancak, dilerseniz:
- **Yakın ilçelerdeki** (Kartal, Maltepe, Tuzla gibi) mekanlara da bakabilirim.
- Veya **bütçe aralığınızı** biraz artırabilir ya da ikram seçeneğini değiştirebilirsiniz.

Kriterlerinizde bir esneklik yapmak ister misiniz? Alternatif olarak, farklı bir ilçe veya bütçe aralığı belirtebilirsiniz. Nasıl devam etmemi istersiniz?",Yes,negative,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,İkramlıklarda çerez ve kuru pasta ekliyebiliriz,Yes,negative,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Yes,negative,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Yes,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,"Ne yazık ki, Pendik’te 300-500 kişilik, kapalı salon, sadece pasta, çerez ve kuru pasta ikramı ile kişi başı 500-1000 TL bütçeye tam olarak uyan bir mekan bulamadım.

Dilerseniz:
- **Yakın ilçelerdeki** (Kartal, Maltepe, Tuzla gibi) mekanlara da bakabilirim.
- **Bütçenizi** biraz artırabilir veya ikram seçeneklerini daha da genişletebilirsiniz.
- **Davetli sayısını** biraz azaltmak veya artırmak gibi farklı seçenekleri de değerlendirebiliriz.

Kriterlerinizde bir esneklik yapmak ister misiniz? Alternatif olarak, farklı bir ilçe veya bütçe aralığı belirtebilirsiniz. Size nasıl yardımcı olmamı istersiniz?",Yes,negative,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,400 davetli sayısı,Yes,positive,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",No,negative,Diğer,Belirsiz
9f358101-e1b4-4bb8-8d56-33066d625500,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",No,positive,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,"Maalesef, Pendik’te 400 kişilik, kapalı salon ve belirttiğiniz ikram seçenekleriyle (pasta, çerez, kuru pasta) kişi başı 500-1000 TL bütçeye uygun bir mekan bulamadım.

Dilerseniz:
- **Yakın ilçelerdeki** (Kartal, Maltepe, Tuzla gibi) mekanlara da bakabilirim.
- **Bütçenizi** biraz artırabilir veya ikram seçeneklerini değiştirebilirsiniz.
- **Etkinlik tarihini** esnetmek ya da farklı bir mekan türü düşünebilirsiniz.

Kriterlerinizde bir değişiklik yapmak ister misiniz? Size en iyi şekilde yardımcı olabilmem için nasıl devam etmemi istersiniz?",No,negative,Mekan,Mekan arıyor
9f358101-e1b4-4bb8-8d56-33066d625500,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,"Harika, **kına gecesi** için yardımcı olabilirim! Öncelikle, nasıl bir hizmet aradığınızı öğrenebilir miyim? 

Aşağıdaki seçeneklerden hangisi size daha uygun olur?
- **Kına Gecesi Mekanı** (mekan arıyorsanız)
- **Kına Gecesi Organizasyonu** (süsleme, konsept, dans ekibi gibi hizmetler arıyorsanız)
- Her ikisi de

Sizin için hangisi daha uygun?",Yes,positive,Mekan,Mekan arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,Nedime kıyafetleri kiralama,Yes,positive,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Anladım, **nedime kıyafetleri kiralama** hizmeti arıyorsunuz. Şu anda DüğünBuketi.com’da doğrudan nedime kıyafeti kiralama hizmeti sunan firmalar bulunmuyor. Ancak, genellikle kına gecesi organizasyon firmaları veya abiye/nişan elbisesi kiralayan firmalar bu hizmeti de sağlıyor.

Size daha iyi yardımcı olabilmem için birkaç bilgiye ihtiyacım var:
- Hangi şehir ve ilçede bu hizmeti almak istiyorsunuz?
- Kaç adet nedime kıyafeti kiralamak istiyorsunuz?
- Kıyafetlerde özel bir renk veya model tercihiniz var mı?

Bu bilgileri paylaşırsanız, size en yakın ve uygun alternatifleri önerebilirim.",Yes,positive,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,erzurum palandöken,Yes,positive,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Teşekkür ederim! Erzurum Palandöken’de **nedime kıyafeti kiralama** hizmeti için en iyi seçenekler genellikle şu firmalar üzerinden sağlanır:

- **Kına gecesi organizasyon firmaları** (paket içinde nedime kıyafetleri sunabilirler)
- **Abiye ve nişan elbisesi kiralayan butik ve mağazalar**

Sizin için Erzurum Palandöken ve yakın ilçelerde hem kına gecesi organizasyon firmalarını hem de abiye/nişan elbisesi kiralayan firmaları araştırabilirim. Böylece hem organizasyon hem de kıyafet kiralama seçeneklerini görebilirsiniz.

Şimdi, aşağıdaki seçeneklerden hangisi sizin için daha uygun olur?
1. Sadece **kına gecesi organizasyon firmaları** (nedime kıyafeti dahil paketler için)
2. Sadece **abiye/nişan elbisesi kiralayan firmalar**
3. **Her ikisi de**

Ayrıca, yaklaşık kaç adet nedime kıyafeti kiralamak istediğinizi de belirtir misiniz?",Yes,negative,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,kırmızı kısa,Yes,negative,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Harika! **Kırmızı kısa nedime kıyafeti** kiralamak istiyorsunuz. Şimdi, Erzurum Palandöken ve çevresinde hem kına gecesi organizasyon firmalarını hem de abiye/nişan elbisesi kiralayan firmaları araştıracağım.

Kaç adet nedime kıyafeti kiralamak istediğinizi de belirtir misiniz? Böylece size en uygun seçenekleri sunabilirim.",Yes,positive,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,4,Yes,positive,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Yes,negative,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Yes,positive,Mekan,Mekan arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,"Şu anda Erzurum Palandöken’de **4 adet kırmızı kısa nedime kıyafeti kiralama** konusunda doğrudan bir firma bulamadım. Ancak, yakın ilçelerdeki (Yakutiye, Aziziye gibi) organizasyon firmalarını veya abiye kiralama mağazalarını da araştırmamı ister misiniz?

Ayrıca, kriterlerinizi biraz esnetmek (örneğin, kırmızı dışında farklı renkler veya kısa-uzun modeller) isterseniz, daha fazla alternatif sunabilirim.

Nasıl devam etmemi istersiniz?",Yes,negative,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,Kısa renk fark etmez,Yes,positive,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Yes,negative,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Yes,positive,Mekan,Mekan arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,"Şu anda Erzurum Palandöken ve çevresinde doğrudan **kısa nedime kıyafeti kiralama** hizmeti sunan bir firma bulamadım. Ancak, kriterlerinizi biraz daha genişletirsek (örneğin, farklı ilçeler veya abiye kiralama mağazaları), size alternatifler sunabilirim.

İsterseniz Erzurum’un diğer ilçelerinde veya yakın şehirlerde de arama yapabilirim. Ayrıca, bazı kına organizasyon firmaları paketlerinde nedime kıyafeti de sunabiliyor. Bu tür firmalara ulaşmamı ister misiniz?

Nasıl devam etmemi istersiniz?",Yes,negative,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,Erzurum diğer ilçeleri de olur,Yes,positive,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",Yes,negative,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",Yes,positive,Mekan,Mekan arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,"Şu anda Erzurum’un diğer ilçelerinde de doğrudan **kısa nedime kıyafeti kiralama** hizmeti sunan bir firma bulamadım. Ancak, bazı kına gecesi organizasyon firmaları veya abiye kiralama mağazaları bu hizmeti paket olarak sunabiliyor.

Dilerseniz, Erzurum genelinde kına gecesi organizasyon firmalarını veya abiye kiralayan mağazaları sizin için listeleyebilirim. Böylece iletişime geçip nedime kıyafeti kiralama imkanı hakkında bilgi alabilirsiniz.

Ayrıca, çevre illerde de arama yapmamı ister misiniz? Ya da başka bir konuda yardımcı olmamı ister misiniz?",Yes,negative,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,erzurum kına gecesi abiye kiralama,Yes,positive,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",No,negative,Diğer,Belirsiz
9f359205-6d25-45ee-bd15-612af44b9dba,"Kullanıcının belirttiği kriterlere uygun mekan bulunamadığında, şu adımları takip eden bir mesaj oluştur:
1. Uygun mekan bulunamadığını bildir.
2. Kriterlerin genişletilmesi gerektiğini açıkla.
3. Kullanıcıya kriterleri esnetmesini veya yeni bir arama yapmasını öner.

Not: Bir sonraki mesajda Function Call kullanma; kullanıcı yeni bir arama yapmak isterse, uygun function call'u çalıştır.",No,positive,Mekan,Mekan arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,"Şu anda Erzurum’da doğrudan **kına gecesi için abiye kiralama** hizmeti sunan bir firma bulamadım. Ancak, bazı abiye ve nişan elbisesi kiralayan mağazalar veya kına organizasyon firmaları bu tür hizmetleri dönemsel olarak sunabiliyor.

Dilerseniz, Erzurum’daki abiye mağazalarını veya kına organizasyon firmalarını ziyaret ederek ya da iletişime geçerek nedime kıyafeti kiralama imkanlarını sorabilirsiniz. Ayrıca, çevre illerde veya online abiye kiralama sitelerinde de seçenekler bulabilirsiniz.

Kriterlerinizi biraz daha genişletmek veya farklı bir şehirde arama yapmak ister misiniz? Size başka bir konuda da yardımcı olabilirim.",No,positive,Gelinlik,Ürün arıyor
9f359205-6d25-45ee-bd15-612af44b9dba,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f35955c-bf3b-47f9-9960-bc99fbb48894,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f35955c-bf3b-47f9-9960-bc99fbb48894,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f35955c-bf3b-47f9-9960-bc99fbb48894,"Harika, sünnet organizasyonu için yardımcı olabilirim. Size en uygun mekan veya organizasyon firmasını önerebilmem için birkaç bilgiye daha ihtiyacım olacak:

1. **Sünnet etkinliğini hangi şehir ve ilçede yapmak istiyorsunuz?**
2. **Etkinlik için düşündüğünüz tahmini tarih nedir?**
3. **Yaklaşık kaç davetli olacak?**
4. **Yemekli, kokteyl ya da sadece pasta ve meşrubat ikramı mı düşünüyorsunuz?**
5. **Kişi başı veya toplam bütçeniz nedir?**

Bu bilgileri paylaşırsanız, en uygun sünnet mekanlarını ve organizasyon firmalarını önerebilirim.",Yes,positive,Mekan,Mekan arıyor
9f35955c-bf3b-47f9-9960-bc99fbb48894,İzmir,Yes,positive,Diğer,Belirsiz
9f35955c-bf3b-47f9-9960-bc99fbb48894,"Teşekkürler! İzmir’de sünnet organizasyonu için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım var:

1. **Hangi ilçede etkinlik yapmak istiyorsunuz?** (Örneğin: Karşıyaka, Bornova, Konak vb.)
2. **Etkinlik tarihi belli mi, yoksa yaklaşık bir zaman aralığı var mı?**
3. **Yaklaşık kaç davetli olacak?**
4. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat)
5. **Kişi başı veya toplam bütçeniz nedir?**

Bu detayları paylaşırsanız, İzmir ve yakın ilçelerde en uygun sünnet mekanı ve organizasyon firmalarını önerebilirim.",Yes,positive,Mekan,Mekan arıyor
9f35955c-bf3b-47f9-9960-bc99fbb48894,20 Temmuz,Yes,positive,Diğer,Belirsiz
9f35955c-bf3b-47f9-9960-bc99fbb48894,"Çok güzel, etkinlik tarihi olarak **20 Temmuz**’u not aldım.

Şimdi birkaç bilgiye daha ihtiyacım var:

1. **İzmir’in hangi ilçesinde sünnet organizasyonu yapmak istiyorsunuz?** (Örneğin: Karşıyaka, Bornova, Konak vb.)
2. **Yaklaşık kaç davetli olacak?**
3. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat)
4. **Kişi başı veya toplam bütçeniz nedir?**

Bu bilgileri paylaşırsanız, size en uygun mekan ve organizasyon önerilerini sunabilirim.",Yes,positive,Mekan,Mekan arıyor
9f35955c-bf3b-47f9-9960-bc99fbb48894,İzmir,Yes,positive,Diğer,Belirsiz
9f35955c-bf3b-47f9-9960-bc99fbb48894,"Teşekkürler! İzmir’in tamamında öneri sunabilirim, ancak daha iyi sonuçlar için ilçe belirtmeniz faydalı olur. Yine de İzmir ve yakın ilçelerde arama yapabilirim.

Şimdi birkaç bilgiye daha ihtiyacım var:

1. **Yaklaşık kaç davetli olacak?**
2. **İkram tercihiniz nedir?** (Yemekli, kokteyl, sadece pasta ve meşrubat)
3. **Kişi başı veya toplam bütçeniz nedir?**

Bu bilgileri paylaşırsanız, İzmir ve çevresinde en uygun sünnet mekanlarını ve organizasyon firmalarını önerebilirim.",Yes,negative,Mekan,Mekan arıyor
9f35955c-bf3b-47f9-9960-bc99fbb48894,İzmir-20temmuz-300 kişilik-sadece meşrubat-maksimum bütçe 55 bin -,Yes,negative,Diğer,Bilgi soruyor
9f35955c-bf3b-47f9-9960-bc99fbb48894,"İstediğiniz kriterlere uygun yeteri kadar sonuç bulamadım, ama beğenebileceğiniz bazı güzel alternatifler için tekrar arama yapıyorum...",No,negative,Diğer,Belirsiz
9f35955c-bf3b-47f9-9960-bc99fbb48894,Conversation resolved automatically.,No,positive,Diğer,Belirsiz
9f35d1e8-cf72-4884-961a-f6aea2073a9c,"Merhaba, ben Hera. Size uygun mekanı veya firmayı bulmanız konusunda yardımcı olabilirim.",Yes,negative,Mekan,Mekan arıyor
9f35d1e8-cf72-4884-961a-f6aea2073a9c,Ne tür bir etkinlik yapmayı düşünüyorsunuz?,Yes,positive,Diğer,Belirsiz
9f35d1e8-cf72-4884-961a-f6aea2073a9c,"Harika! Düğün organizasyonu için yardımcı olabilmem adına birkaç bilgiye daha ihtiyacım olacak.

Öncelikle, düğününüzü hangi şehir ve ilçede yapmak istiyorsunuz? (Örneğin: İstanbul, Beylikdüzü)",Yes,positive,Organizasyon,Belirsiz
9f35d1e8-cf72-4884-961a-f6aea2073a9c,ankara altındağ,Yes,positive,Diğer,Belirsiz
9f35d1e8-cf72-4884-961a-f6aea2073a9c,"Teşekkürler! Ankara Altındağ’da düğün yapmak istiyorsunuz. Size en uygun mekanları önerebilmem için birkaç detay daha öğrenmem gerekiyor:

Düğününüzün tahmini tarihi belli mi? (Yıl-ay veya tam tarih olarak paylaşabilirsiniz.)",Yes,positive,Mekan,Mekan arıyor
9f35d1e8-cf72-4884-961a-f6aea2073a9c,gelinlik fiyatı istiyorum,Yes,positive,Gelinlik,Bilgi soruyor
